month,level_bound_hit_count,realized_total_cost,regular_purchase_cost,emergency_purchase_cost,grid_purchase_energy,emergency_energy,spill_energy,charge,discharge,storage_throughput,soc_min,soc_max,soc_boundary_hits,days
2025-02,0,1376743.423334969,1295241.5066317955,81501.91670317347,2013464.3229479895,20859.151910000033,196055.4880876953,654675.3156331275,530287.0056628333,1184962.3212959608,1199.9999999999989,10800.0,1141.0,28.0
2025-03,0,1271837.717246525,1129634.0042766233,142203.71296990183,1894512.1467585878,35948.09371333337,275534.8682266665,676882.657080288,548274.9522350333,1225157.6093153213,1199.9999999999989,10800.0,1321.0,31.0
2025-04,0,1070654.0158950281,936444.709552518,134209.30634251013,1646375.1107081347,35926.09595000003,348857.0605933332,609023.906130535,493309.36396573327,1102333.2700962683,1199.99999999999,10800.000000000002,1353.0,30.0
2025-05,0,1124763.6621179525,961688.1074555541,163075.55466239847,1658174.0771830862,41488.37769333338,400962.6526833332,588891.2057530864,477001.87665999995,1065893.0824130864,1199.9999999999945,10800.0,1492.0,31.0
2025-06,0,1655684.670128733,1425828.6722962128,229855.99783252017,2163148.4554277332,55739.739523333374,347150.01783094637,640763.1853690534,519018.18014893326,1159781.3655179867,1199.9999999999961,10800.0,1577.0,30.0
2025-07,0,1996352.8084596442,1722855.4491225274,273497.3593371169,2412911.047862256,63819.77360333338,410682.9115953086,638045.4808962139,516816.8395259333,1154862.3204221472,1199.9999999999995,10800.0,1781.0,31.0
2025-08,0,1585155.2478656352,1419690.8320512683,165464.41581436683,2060628.6692839381,38150.138363333375,399826.40129666665,604418.6123716048,489579.076021,1093997.6883926047,1199.9999999998863,10800.0,1817.0,31.0
2025-09,0,1288498.7008106613,1161657.8629257844,126840.83788487679,1877285.4599482338,32635.272980000034,401968.44057646074,629307.4807988065,509739.0594470333,1139046.5402458399,1199.9999999999995,10800.0,1417.0,30.0
2025-10,0,1220860.3292757624,1149044.399877009,71815.92939875349,1903827.1734331532,19593.817533333375,318626.8102166665,682424.1449990534,552763.5574492333,1235187.7024482868,1199.9999999999955,10800.0,1360.0,31.0
2025-11,0,1418279.6649755703,1337636.2793354553,80643.38564011516,2081501.4931813194,20553.61778000004,184911.07213868297,679850.6922244033,550679.0607017666,1230529.75292617,1199.9999999999673,10800.0,1208.0,30.0
2025-12,0,2059864.440010493,1913843.833969456,146020.6060410369,2692072.6974096443,33984.96927000005,215944.97459666646,768819.7688577777,622744.0127748,1391563.7816325778,1199.9999999999986,10800.0,1433.0,31.0
