template_date,level_bound_hit_count,realized_total_cost,regular_purchase_cost,emergency_purchase_cost,grid_purchase_energy,emergency_energy,spill_energy,charge,discharge,storage_throughput,soc_min,soc_max,soc_boundary_hits,days
2025-02-01,0,21455.981179053284,20935.57397276995,520.4072062833343,49041.35888325103,112.74759666666682,10489.86558333333,22558.23313991769,18272.16884333333,40830.401983251024,1200.0,10800.0,37.0,1.0
2025-02-02,0,67291.17100807223,67087.2824849489,203.8885231233342,94735.42627855967,58.35619333333352,11455.202389999991,26222.644115226336,21240.341733333335,47462.98584855966,1200.0,10800.0,48.0,1.0
2025-02-03,0,65988.10312534166,65103.545042813326,884.5580825283378,91339.98266666665,203.39253333333403,6766.458999999989,24000.0,19440.0,43440.0,1200.0,10800.0,49.0,1.0
2025-02-04,0,69252.075851437,66543.17693298365,2708.898918453341,92961.73679333332,592.1835466666682,7957.390173333325,23166.666666666664,18765.0,41931.666666666664,1200.0,10800.0,45.0,1.0
2025-02-05,0,68478.70849406315,67836.4062317898,642.3022622733422,94078.68085477364,149.7568133333353,8681.228296666659,25256.747218106993,20457.965246666667,45714.712464773664,1200.0,10800.0,46.0,1.0
2025-02-06,0,67837.3856637994,67277.65318867107,559.732475128333,93976.1004720576,136.07026000000008,8814.581026666656,26455.42950205761,21428.897896666665,47884.32739872427,1200.0,10800.0,35.0,1.0
2025-02-07,0,20531.3859812615,19587.737789118164,943.6481921433367,46023.7368535,195.04838333333416,10402.426536666662,21108.836316666668,17098.1574165,38206.993733166666,1200.0,10800.0,42.0,1.0
2025-02-08,0,22359.98314201651,16994.72312451984,5365.260017496669,40571.65720329218,1573.4701533333337,6095.17982666666,23540.971736625517,19068.187106666664,42609.158843292185,1200.0,10800.0,26.0,1.0
2025-02-09,0,69462.693679912,60592.370997620324,8870.322682291675,86381.63509666667,1969.358603333335,3950.5774999999917,25500.0,20655.0,46155.0,1200.0,10800.0,45.0,1.0
2025-02-10,0,62175.01978468389,61302.24251455722,872.7772701266734,89215.31071440328,250.0025533333349,10571.244309999991,24039.11451440329,19471.68275666666,43510.79727106995,1200.0,10800.0,43.0,1.0
2025-02-11,0,60582.57284402893,56830.10734985059,3752.465494178342,82993.6499165432,697.9750566666686,3917.8300233333243,23964.19920987654,19411.001359999995,43375.20056987654,1200.0,10800.0,37.0,1.0
2025-02-12,0,60044.72012801331,57568.40514337164,2476.3149846416723,84236.4736699753,505.04298333333446,5034.714679999993,23368.766175308632,18928.700601999997,42297.46677730864,1200.0,10800.0,45.0,1.0
2025-02-13,0,59051.49297483209,57432.39094639208,1619.1020284400038,84640.51032761316,392.172490000001,9138.829263333326,24023.0223909465,19458.648136666667,43481.67052761316,1200.0,10800.0,48.0,1.0
2025-02-14,0,19930.003323618454,15449.528056580119,4480.475267038337,37063.36889460904,1838.4251266666683,5355.810436666665,19706.22149794238,15962.039413333332,35668.26091127572,1199.9999999999989,10800.0,43.0,1.0
2025-02-15,0,18391.835183472336,16156.235475395666,2235.59970807667,37756.88531666666,714.9960700000013,5106.789986666667,21499.999999999996,17415.0,38915.0,1200.0,10800.0,31.0,1.0
2025-02-16,0,60356.74311599086,56743.75214721251,3612.99096877835,83549.09666995883,780.1473766666708,4135.7461199999925,25347.99540329218,20531.876276666662,45879.871679958844,1200.0,10800.0,33.0,1.0
2025-02-17,0,58676.644629409435,57075.58886080609,1601.0557686033394,84271.84725522633,376.77980000000144,8648.549153333326,25348.502115226336,20532.286713333335,45880.78882855967,1200.0,10800.0,34.0,1.0
2025-02-18,0,57444.671074036836,53109.3673737685,4335.303700268336,79995.80155613169,945.3447466666676,4341.508846666658,23727.629242798354,19219.379686666663,42947.008929465024,1200.0,10800.0,33.0,1.0
2025-02-19,0,58852.58849363901,53696.24115527567,5156.34733836334,80464.92941658435,1242.9957066666684,4466.322243333327,22959.34147325103,18597.06659333333,41556.40806658436,1200.0,10800.0,45.0,1.0
