template_date,total_cost,planned_purchase_cost,downward_penalty,upward_adjustment_cost,emergency_purchase_cost,emergency_energy,spill_energy,planned_grid_energy,final_grid_energy,total_charge,total_discharge,adjust_down_energy,adjust_up_energy,adjustment_count,soc_min,soc_max
2025-02-01,40152.96515217357,26108.58392324126,0.0,845.2772917613138,13199.103937170994,2638.5098097530877,13341.188285500002,47871.88588786008,49144.49178353909,21387.561619958848,17323.92491216667,0.0,1272.6058956790107,3.0,1200.0,10800.0
2025-02-02,68822.78107387568,59641.46926480574,4.978346623829566e-14,736.0696134099155,8445.242195660023,1694.4087133333376,13600.462957333339,94493.97041411522,95144.5720301646,25696.00045349795,20813.76036733334,1.1368683772161603e-13,650.601616049389,12.0,1200.000000000001,10800.0
2025-02-03,71210.96886597447,60365.90826110612,9.70402425082284e-13,7.468031526514096e-13,10845.060604868346,2262.4240766666694,13046.072788641968,95691.30617790124,95691.30617790122,24688.111925925925,19997.37066,1.7053025658242404e-12,5.684341886080801e-13,0.0,1200.0,10800.0
2025-02-04,70781.62121202596,62836.02437389429,2.844700475179707e-13,4.057221758557716e-12,7945.596838131662,1768.428549999999,14469.254468230452,98746.38757609054,98746.38757609054,25529.99030452675,20679.292146666674,6.252776074688882e-13,2.1600499167107046e-12,0.0,1200.0,10800.0
2025-02-05,68058.82898638477,58112.85871120091,0.0,1475.721481810497,8470.248793373363,1801.7351766666714,10196.678414320984,92473.97639246914,93991.62872246913,25517.14781481482,20668.889730000003,0.0,1517.6523299999978,18.0,1200.0,10800.0
2025-02-06,71577.19465560492,62638.237510666586,9.436405434826156e-13,0.0,8938.957144938331,1802.083790000001,15521.45161942386,98641.32091296295,98641.32091296295,24478.394650205762,19827.499666666667,1.7621459846850485e-12,0.0,0.0,1200.0,10800.0
2025-02-07,32543.132878089757,25627.8638082303,0.0,0.0,6915.269069859453,1412.8022500333304,13630.948842880653,47665.56029526749,47665.56029526749,19167.0205390535,15525.286636633338,0.0,0.0,0.0,1200.0,10800.0
2025-02-08,38641.32257439731,20392.696161686235,0.0,937.0215365660702,17311.604876145,3608.213566666667,7714.3450399999965,37709.71950386831,38869.82934469136,16771.236691358026,13584.701719999997,0.0,1160.1098408230487,14.0,1200.0000000000018,10799.999999999998
2025-02-09,68092.061859248,56939.20524637247,0.0,447.6628916637988,10705.193721211735,2294.1409098333315,8794.014430000003,90191.08146798355,90552.44723498354,23669.250077983535,19172.092563166672,0.0,361.3657669999985,17.0,1200.0,10800.0
2025-02-10,69466.95659318673,54440.37903621133,2.847173163900152e-13,1318.816770752392,13707.760786223002,2819.404272333334,11862.229476666662,86996.09869,88119.30807683332,24999.187749999997,20249.342077500005,4.547473508864641e-13,1123.2093868333272,14.0,1200.0,10800.0
2025-02-11,71935.21446349802,54385.29169958634,0.0,2.1353798729251137e-13,17549.92276391168,3610.4973766666685,10638.86024120494,86966.38163768231,86966.38163768231,24828.5351218107,20111.113448666667,0.0,1.1368683772161603e-13,0.0,1200.0,10800.0
2025-02-12,69580.66993577735,54905.597750110675,7.11793290975038e-14,0.0,14675.072185666671,2948.628423333334,10385.79933658436,87449.06869349793,87449.06869349793,24974.533580246913,20229.3722,1.1368683772161603e-13,0.0,0.0,1200.0,10800.0
2025-02-13,68650.9997797755,50799.86159473544,4.2707597458502275e-13,1292.8844368617304,16558.25374817834,3403.361860000001,10905.4699214,82354.30936263374,83475.1273655144,24439.68423218107,19796.144228066667,6.821210263296962e-13,1120.81800288066,17.0,1200.0,10800.0
2025-02-14,34469.99268095352,20277.585308888512,1.2153122952440753e-14,783.5143435450005,13408.89302852,3030.666926666667,8317.463139299996,37424.99892477366,38153.522624773665,16131.183748106998,13066.258835966664,5.684341886080802e-14,728.5237000000008,13.0,1200.0,10799.999999999998
2025-02-15,30678.049215349332,20942.17243655833,0.0,537.6442785010021,9198.232500290002,2291.0999800000004,9069.060605066667,38489.54721,39299.04846,17057.87597333333,13816.8795384,0.0,809.5012500000032,3.0,1200.0,10800.0
2025-02-16,70315.75117270787,55315.08624960285,5.694346327800304e-13,0.0,15000.66492310502,3127.044370000003,11560.029951456789,88334.72656185184,88334.72656185184,23812.432528395057,19288.070347999994,9.094947017729282e-13,0.0,0.0,1200.0,10800.0
2025-02-17,65121.876517056065,54358.499904721066,9.253312782675494e-13,0.0,10763.376612335,2232.737966666667,14400.012833703684,87992.57838374484,87992.57838374484,24428.636930041157,19787.19591333333,1.4779288903810084e-12,0.0,0.0,1200.0000000000005,10800.0
2025-02-18,63404.32217017833,48829.400361079664,3.55896645487519e-13,2090.3506792819967,12484.571129816672,2781.578456666668,7291.599639999994,78927.39837065844,81213.81137576132,24275.80153909465,19663.399246666664,5.684341886080801e-13,2286.4130051028783,26.0,1200.000000000003,10800.0
2025-02-19,70396.11983633862,49273.140384702245,0.0,1131.4410665234846,19991.538385112897,4516.163646800007,7476.056100000002,79354.7220893004,80440.30587958847,24216.239086255136,19615.153659866664,0.0,1085.5837902880658,22.0,1200.0,10800.0
2025-02-20,65807.69113136182,50544.76183752981,1.2153122952440753e-14,208.97082396250096,15053.958469869503,3102.4600651666683,9757.507368395052,81974.92644477365,82144.23599477365,23663.44363971194,19167.389348166667,5.684341886080802e-14,169.3095500000004,9.0,1200.0,10800.0
2025-02-21,29065.82074872319,19053.101825548994,0.0,238.07671505749747,9774.642208116698,2301.79560333334,9095.384300000003,35150.682661193416,35359.30796119341,15818.192971193415,12812.73630666667,0.0,208.62529999999754,13.0,1200.0,10800.0
2025-02-22,34968.494749656886,19698.694478456233,0.0,127.454626669502,15142.345644531148,3352.758368888895,8588.969594362145,35875.41071115226,35995.062996152265,15337.309845679009,12423.220974999995,0.0,119.6522850000018,3.0,1200.0,10799.999999999998
2025-02-23,68784.42547567867,50366.28386375949,8.786969374341424e-13,654.1894948508324,17763.952117068344,3732.241850000002,10234.906739135802,81862.31651427365,82380.51334004033,22873.658688971187,18527.663538066663,1.4210854715202004e-12,518.1968257666686,12.0,1200.0,10800.0
2025-02-24,64950.61483163504,48451.90789711386,0.0,645.4432896545029,15853.26364486667,3288.3127033333344,9789.925391934154,78227.27216446749,79182.99651940574,23570.26595160493,19091.915420800004,0.0,955.7243549382669,7.0,1200.0,10800.0
2025-02-25,63528.09278990363,50175.46325473862,8.541519491700455e-13,0.0,13352.62953516501,2709.912823333335,13728.856490069953,81092.47005757202,81092.470057572,22380.00784650206,18127.806355666664,1.3642420526593924e-12,0.0,0.0,1200.0,10800.0
2025-02-26,67102.97523199958,45525.000162771415,2.06420054382761e-12,2628.678580651493,18949.296488576656,4143.347986666665,8069.99683666666,74345.56429090534,77166.98309923579,23292.030259135798,18866.5445099,3.296918293926865e-12,2821.418808330451,30.0,1200.0,10800.0
2025-02-27,65023.47813329946,46158.0816157475,0.0,1288.648321858151,17576.74819569381,3661.1583055333354,8548.25708666667,75154.57292819094,76331.53072664773,23620.25129218107,19132.40354666667,0.0,1176.957798456791,23.0,1200.0,10800.0
2025-02-28,27947.121687635692,18763.46626624736,0.0,274.447755234999,8909.207666153332,2103.6692866666663,10638.443512098765,34401.40465983539,34656.35255983539,14889.390181069957,12060.406046666667,0.0,254.94789999999915,2.0,1200.0,10800.0
2025-03-01,28739.950012293823,21215.818861367155,0.0,0.0,7524.131150926667,2078.948496666667,15044.755685133337,39554.73692144034,39554.73692144034,15421.913331440328,12491.749798466666,0.0,0.0,0.0,1200.0,10800.0
2025-03-02,62602.48668867151,52265.21965941647,0.0,1597.0673218267339,8740.199707428303,1872.3132633333278,10852.884110740737,84679.06808144032,86065.75761835392,24878.314057613174,20151.434386666668,0.0,1386.68953691359,8.0,1200.0,10800.0
2025-03-03,64256.688012780825,54202.12034828408,7.11793290975038e-14,965.4873110667581,9089.080353429985,1948.091446666665,12986.199163333327,87052.81627753086,87886.44383925926,25427.309592592595,20596.12077,1.1368683772161603e-13,833.6275617283941,12.0,1200.0,10800.0
2025-03-04,59503.841599879226,48208.130382756775,0.0,2093.530363179122,9202.180853943328,2018.132046666665,8621.924626666665,78115.70692923333,80250.09547127983,23404.444690946504,18957.60019966667,0.0,2134.388542046506,20.0,1200.0,10800.0
2025-03-05,58098.6935577804,50213.52610888789,4.982553036825266e-13,8.089958972499792,7877.077489920011,1643.5060133333354,12856.303520586423,81729.37073271605,81735.61503271604,23117.611712962957,18725.265487499997,7.958078640513122e-13,6.244299999999839,6.0,1200.0,10800.0
2025-03-06,58235.419294844454,47349.0688259215,8.333245204994455e-14,843.356759202949,10042.993709720002,2237.4433400000003,9516.918890205758,76873.80667563785,77782.97321289999,24014.96559312757,19452.122130433334,1.7053025658242404e-13,909.1665372621376,9.0,1200.0,10800.0
2025-03-07,25073.301006866135,19701.321235929496,0.0,361.29611136799645,5010.683659568641,1238.6479094000017,13752.675189999993,35645.42342057613,36204.13462057612,14567.484947242794,11799.66280726666,0.0,558.7111999999946,2.0,1200.0,10799.999999999995
2025-03-08,27244.28508873166,17772.798941439974,0.0,769.6874945383469,8701.798652753338,2191.3765000000008,13743.2569,32068.766108065844,33189.0335167325,13547.440088065843,10973.426471333336,0.0,1120.267408666664,11.0,1200.0000000000005,10800.0
2025-03-09,61696.00466594157,48069.55644864244,0.0,1579.6693718291322,12046.778845469993,2541.631053333332,14229.996793333332,78086.7718117284,79460.81489699999,23362.760299999998,18923.835843000004,0.0,1374.043085271604,10.0,1200.0,10800.0
2025-03-10,64553.64478185574,45698.39275674421,0.0,1342.837610218197,17512.414414893334,3830.6774466666666,7606.304666666667,74911.95720380658,76295.12697562386,23565.410292757188,19087.982337133322,0.0,1383.1697718172843,15.0,1200.0,10800.0
2025-03-11,64080.54075727489,41418.94385551084,7.11793290975038e-13,4365.084954527384,18296.51194723666,3925.744069999999,8434.219389999997,66411.50297374485,72650.08936098765,22119.452320987653,17916.75638,1.1368683772161603e-12,6238.5863872428,11.0,1200.0000000000027,10800.0
2025-03-12,60493.03801221549,46868.28786375055,5.694346327800304e-13,2092.9807490465846,11531.769399418354,2489.4552066666706,13652.698770329216,75977.95851255143,77959.97265585803,22953.656801028803,18592.462008833325,9.094947017729282e-13,1982.0141433065899,5.0,1200.0,10800.0
2025-03-13,61109.70851840993,46328.56017482325,1.352407252852572e-12,1111.8379008643526,13669.310442722317,2887.472965999997,8098.207519999997,75934.11305615226,76969.38590936214,22173.860817695473,17960.827262333336,2.1600499167107046e-12,1035.2728532098788,14.0,1200.0,10800.0
2025-03-14,26133.489742888025,17144.715814600357,1.2153122952440753e-14,548.8030181760015,8439.970910111668,2163.8025433333337,15364.984069999999,31202.468391934155,31747.755571934158,13248.149711934158,10731.001266666666,5.684341886080802e-14,545.2871800000022,13.0,1200.0,10800.0
2025-03-15,32083.794966931902,17057.887030070568,0.0,658.853084618,14367.054852243336,3130.844793333334,11547.70606580247,31279.18090781893,31845.25918781893,13180.383238683127,10676.110423333334,0.0,566.0782800000001,12.0,1200.0000000000002,10800.0
2025-03-16,63706.91727711117,45548.478391561,8.541519491700455e-13,777.866980936837,17380.571904613334,3689.9289200000003,10534.386382798359,73252.91894683127,74272.88222818931,21459.883502057608,17382.50563666666,1.3642420526593924e-12,1019.9632813580301,10.0,1200.0000000000014,10800.0
2025-03-17,58658.50069467742,42186.27867086803,0.0,1037.9093525160692,15434.312671293323,3278.059043333331,11677.231080333326,68817.84945950616,69889.05034065842,19114.457913991762,15482.710910333335,0.0,1071.2008811522574,11.0,1200.0,10800.0
