track,question_id,model_version,split,metric,value,status
Q3_ATTACHMENT3_0ONLY,Q3,M3-Q3-ROLLING-4ISSUE-v1.0,formal_output,total_cost,18696686.002541125,HUMAN_RUN_UNREVIEWED
Q3_ATTACHMENT3_0ONLY,Q3,M3-Q3-ROLLING-4ISSUE-v1.0,formal_output,planned_purchase_cost,14031972.96026358,HUMAN_RUN_UNREVIEWED
Q3_ATTACHMENT3_0ONLY,Q3,M3-Q3-ROLLING-4ISSUE-v1.0,formal_output,downward_penalty,2.4306245904881506e-13,HUMAN_RUN_UNREVIEWED
Q3_ATTACHMENT3_0ONLY,Q3,M3-Q3-ROLLING-4ISSUE-v1.0,formal_output,upward_adjustment_cost,0.0,HUMAN_RUN_UNREVIEWED
Q3_ATTACHMENT3_0ONLY,Q3,M3-Q3-ROLLING-4ISSUE-v1.0,formal_output,emergency_purchase_cost,4664713.042277543,HUMAN_RUN_UNREVIEWED
Q3_ATTACHMENT3_0ONLY,Q3,M3-Q3-ROLLING-4ISSUE-v1.0,formal_output,emergency_energy,1090236.5708855968,HUMAN_RUN_UNREVIEWED
Q3_ATTACHMENT3_0ONLY,Q3,M3-Q3-ROLLING-4ISSUE-v1.0,formal_output,spill_energy,4402333.020253188,HUMAN_RUN_UNREVIEWED
Q3_ATTACHMENT3_0ONLY,Q3,M3-Q3-ROLLING-4ISSUE-v1.0,formal_output,planned_grid_energy,22478731.380641457,HUMAN_RUN_UNREVIEWED
Q3_ATTACHMENT3_0ONLY,Q3,M3-Q3-ROLLING-4ISSUE-v1.0,formal_output,final_grid_energy,22478731.380641457,HUMAN_RUN_UNREVIEWED
Q3_ATTACHMENT3_0ONLY,Q3,M3-Q3-ROLLING-4ISSUE-v1.0,formal_output,total_charge,6460238.90617823,HUMAN_RUN_UNREVIEWED
Q3_ATTACHMENT3_0ONLY,Q3,M3-Q3-ROLLING-4ISSUE-v1.0,formal_output,total_discharge,5232793.5140043665,HUMAN_RUN_UNREVIEWED
Q3_ATTACHMENT3_0ONLY,Q3,M3-Q3-ROLLING-4ISSUE-v1.0,formal_output,adjust_down_energy,1.1368683772161603e-12,HUMAN_RUN_UNREVIEWED
Q3_ATTACHMENT3_0ONLY,Q3,M3-Q3-ROLLING-4ISSUE-v1.0,formal_output,adjust_up_energy,0.0,HUMAN_RUN_UNREVIEWED
Q3_ATTACHMENT3_0ONLY,Q3,M3-Q3-ROLLING-4ISSUE-v1.0,formal_output,adjustment_count,0.0,HUMAN_RUN_UNREVIEWED
Q3_ATTACHMENT3_0ONLY,Q3,M3-Q3-ROLLING-4ISSUE-v1.0,formal_output,soc_min,1200.0000000000286,HUMAN_RUN_UNREVIEWED
Q3_ATTACHMENT3_0ONLY,Q3,M3-Q3-ROLLING-4ISSUE-v1.0,formal_output,soc_max,10800.000000000333,HUMAN_RUN_UNREVIEWED
Q3_ATTACHMENT3_0ONLY,Q3,M3-Q3-ROLLING-4ISSUE-v1.0,formal_output,soc_boundary_hits,33772.0,HUMAN_RUN_UNREVIEWED
Q3_ATTACHMENT3_0ONLY,Q3,M3-Q3-ROLLING-4ISSUE-v1.0,formal_output,solver_runtime_seconds,0.3452472002245486,HUMAN_RUN_UNREVIEWED
Q3_ATTACHMENT3_0ONLY,Q3,M3-Q3-ROLLING-4ISSUE-v1.0,formal_output,failed_updates,0.0,HUMAN_RUN_UNREVIEWED
Q3_ATTACHMENT3_0ONLY,Q3,M3-Q3-ROLLING-4ISSUE-v1.0,formal_output,infeasible_updates,0.0,HUMAN_RUN_UNREVIEWED
