template_date,level_bound_hit_count,realized_total_cost,regular_purchase_cost,emergency_purchase_cost,grid_purchase_energy,emergency_energy,spill_energy,charge,discharge,storage_throughput,soc_min,soc_max,soc_boundary_hits,days
2025-02-01,0,21250.952592478676,20730.545386195343,520.4072062833336,48724.692216584364,112.74759666666665,10489.865583333332,20891.56647325103,16922.168843333333,37813.73531658436,1200.0,10800.0,41.0,1.0
2025-02-02,0,66889.4174211571,66685.52889803376,203.8885231233345,94520.20031946502,58.356193333333636,11455.202389999995,25089.87590946502,20322.799486666663,45412.675396131686,1200.0,10800.0,48.0,1.0
2025-02-03,0,65829.73977997055,64945.18169744222,884.558082528335,91473.08224074074,203.39253333333346,6766.458999999993,24700.52407407407,20007.4245,44707.948574074064,1200.0,10800.0,49.0,1.0
2025-02-04,0,69064.6899527476,66355.79103429426,2708.8989184533375,93269.53875588476,592.1835466666676,7957.390173333327,24786.676995884773,20077.208366666666,44863.88536255144,1200.0,10800.0,49.0,1.0
2025-02-05,0,68229.4254636691,67587.12320139576,642.3022622733397,94055.70872806585,149.7568133333348,8681.228296666664,25135.841288065843,20360.031443333333,45495.87273139918,1200.0,10800.0,48.0,1.0
2025-02-06,0,67715.87452047899,67156.14204535066,559.7324751283342,93667.90219999998,136.0702600000003,8814.581026666663,24833.333333333332,20115.0,44948.333333333336,1200.0,10800.0,49.0,1.0
2025-02-07,0,20021.249427223232,19077.6012350799,943.6481921433344,45927.260068765434,195.04838333333362,10402.426536666666,20601.063765432104,16686.86165,37287.925415432095,1200.0,10800.0,41.0,1.0
2025-02-08,0,22147.4878703384,16782.22785284173,5365.260017496667,40051.10649617284,1573.4701533333334,6095.179826666661,20801.231172839507,16848.99725,37650.22842283951,1200.0,10800.0,40.0,1.0
2025-02-09,0,69053.22308361417,60182.9004013225,8870.322682291666,86257.06215083331,1969.3586033333333,3950.577499999997,24844.352916666663,20123.9258625,44968.27877916666,1200.0,10800.0,44.0,1.0
2025-02-10,0,62046.131185795,61173.353915668325,872.7772701266698,89366.21229,250.00255333333405,10571.244309999998,24833.333333333332,20115.0,44948.333333333336,1200.0,10800.0,46.0,1.0
2025-02-11,0,60310.75462878545,56558.28913460711,3752.4654941783356,82932.4348111111,697.9750566666668,3917.8300233333293,23642.014444444445,19150.0317,42792.046144444445,1200.0,10800.0,51.0,1.0
2025-02-12,0,59885.42379721434,57409.108812572675,2476.314984641667,84339.02141559671,505.0429833333333,5034.714679999997,23908.49115226337,19365.877833333332,43274.36898559671,1200.0,10800.0,45.0,1.0
2025-02-13,0,58877.44774949976,57258.34572105976,1619.102028440001,84611.03868872428,392.1724900000002,9138.829263333333,23867.90850205761,19333.005886666666,43200.91438872428,1200.0,10800.0,45.0,1.0
2025-02-14,0,20014.916557869605,15534.441290831284,4480.475267038322,36872.329209135794,1838.4251266666613,5355.810436666658,18700.7494691358,15147.60707,33848.3565391358,1200.0,10800.0,48.0,1.0
2025-02-15,0,18354.673739471953,16119.074031395285,2235.5997080766683,37198.9944928395,714.9960700000006,5106.789986666668,18563.732506172833,15036.623329999999,33600.355836172836,1200.0,10800.0,37.0,1.0
2025-02-16,0,60272.48441088387,56659.49344210554,3612.9909687783393,83145.34439371974,780.1473766666682,4135.746119999998,23222.98342308642,18810.616572699997,42033.59999578642,1200.0,10800.0,48.0,1.0
2025-02-17,0,58382.06975508421,56781.013986480866,1601.0557686033392,83906.7584700823,376.7798000000015,8648.54915333333,23426.98219341564,18975.85557666667,42402.837770082304,1200.0,10800.0,45.0,1.0
2025-02-18,0,57276.291431837984,52940.98773156965,4335.303700268332,79921.30367913333,945.3447466666668,4341.508846666664,23335.53515333333,18901.783474199998,42237.31862753333,1200.0,10800.0,46.0,1.0
2025-02-19,0,58556.847320012035,53400.499981648696,5156.347338363339,80515.65925316873,1242.9957066666682,4466.322243333332,23226.340613168722,18813.335896666664,42039.676509835386,1200.0,10800.0,51.0,1.0
2025-02-20,0,58289.80504271028,54565.76537104361,3724.0396716666664,80478.88727838025,886.0689633333336,5940.528379999998,23322.59716691358,18891.3037052,42213.900872113576,1200.0,10800.0,49.0,1.0
2025-02-21,0,17327.541423830644,15477.780085107312,1849.761338723334,36088.623072880655,673.8663100000006,7697.532806666666,18445.757769547326,14941.063793333336,33386.821562880665,1199.9999999999955,10800.0,50.0,1.0
2025-02-22,0,18384.405638898887,15388.135119177234,2996.2705197216515,36000.55706106995,977.2262399999943,5692.580561522625,18107.57810288066,14667.138263333334,32774.716366213994,1199.9999999999998,10800.0,49.0,1.0
2025-02-23,0,56705.628537407225,55146.39254190722,1559.2359955000043,81962.7653553498,441.0905033333341,6442.221039999997,23314.63957201646,18884.858053333333,42199.49762534979,1200.0,10800.0,51.0,1.0
2025-02-24,0,55344.19949083358,52721.51252919357,2622.6869616400063,79696.4028043,562.8207566666682,7621.309383333331,23341.47830333333,18906.597425699998,42248.075729033335,1200.0,10800.0,48.0,1.0
2025-02-25,0,51671.094059063726,50028.60892814206,1642.4851309216704,77241.95339460904,424.3088800000009,7436.945703333331,23199.956164609048,18791.964493333333,41991.920657942384,1200.0,10800.0,47.0,1.0
2025-02-26,0,55154.03616225055,48776.146993988885,6377.889168261665,74580.41619979423,1630.3578400000001,3117.371839999997,22518.70368312757,18240.149983333333,40758.853666460906,1200.0,10800.0,47.0,1.0
2025-02-27,0,55606.28435372388,49585.202200305546,6021.082153418334,77203.26188790123,1104.0298700000003,6918.308156666665,23328.417901234567,18896.0185,42224.43640123456,1200.0,10800.0,46.0,1.0
2025-02-28,0,18357.080178993005,14490.065303909669,3867.0148750833373,35106.6602246502,1425.116553333332,9858.43481950617,17793.409255144034,14412.661496666664,32206.070751810697,1199.9999999999995,10800.0,50.0,1.0
2025-03-01,0,16723.98288694308,14497.738044946414,2226.244841996666,35041.533417613166,670.1642666666664,8733.669346666666,17469.800724279838,14150.538586666667,31620.339310946507,1200.0,10800.0,46.0,1.0
2025-03-02,0,66800.55856222432,53835.72133196267,12964.83723026166,81064.77463333333,2911.575429999999,7171.921236666665,23400.640666666666,18954.518939999998,42355.15960666666,1200.0,10800.0,45.0,1.0
2025-03-03,0,59525.064630795765,55870.308930405765,3654.7557003900038,84103.61093094651,799.7908466666679,8249.11231333333,24406.0113909465,19768.86922666667,44174.88061761316,1200.0,10800.0,50.0,1.0
2025-03-04,0,56661.15819629815,55972.86578302982,688.2924132683346,84118.90845497942,258.8844966666667,10606.610943333331,24061.70320164609,19489.979593333333,43551.682794979424,1200.0,10800.0,46.0,1.0
2025-03-05,0,53276.515872860684,52162.04868080068,1114.4671920599988,80891.86964563333,237.42583999999977,10570.748246666662,23305.662836666666,18877.5868977,42183.24973436666,1200.0,10800.0,46.0,1.0
2025-03-06,0,52396.09968730547,50238.85394789213,2157.2457394133357,77446.23836524363,579.6006466666674,7672.355963333331,23225.414992510287,18812.586143933335,42038.00113644362,1200.0,10800.0,51.0,1.0
2025-03-07,0,14977.678706446513,14065.363560503183,912.315145943331,34097.28128909465,298.99519999999944,10287.159756666664,16772.797539094652,13585.966006666666,30358.763545761314,1200.0,10800.0,51.0,1.0
2025-03-08,0,14576.2929647251,13534.643016255099,1041.6499484700012,32664.547815802467,389.6061466666672,10933.611006666664,16091.597135802473,13034.19368,29125.79081580247,1200.0,10800.0,54.0,1.0
2025-03-09,0,47991.17392049551,46152.241690945506,1838.9322295499996,73200.46551394649,448.5457333333332,6064.743006666665,22372.334424279834,18121.590883666664,40493.9253079465,1200.0,10800.0,47.0,1.0
2025-03-10,0,59657.246149375256,46822.474156735254,12834.77199264,72066.76381341564,3456.866156666667,3156.8900433333324,22761.41119341564,18436.74306666667,41198.1542600823,1200.0,10800.0,48.0,1.0
2025-03-11,0,50910.96436579964,49263.43425992297,1647.5301058766688,77104.60864946668,413.4406166666671,9159.585286666668,23260.767786666664,18841.2219072,42101.989693866664,1200.0,10800.0,47.0,1.0
2025-03-12,0,47338.49273314001,45937.777512815,1400.7152203250046,73110.52268958848,418.3203700000016,6844.284666666668,22363.284699588476,18114.260606666667,40477.545306255146,1200.0,10800.0,47.0,1.0
2025-03-13,0,65548.07356941904,45045.023725667364,20503.049843751665,70545.94962588476,4658.176983333333,3436.5965833333307,22220.59066255144,17998.678436666665,40219.2690992181,1200.0,10800.0,48.0,1.0
2025-03-14,0,15758.456233772733,12760.998543852733,2997.45768992,31270.679746460904,914.6903066666667,13258.877586666667,15247.720349794234,12350.653483333333,27598.373833127567,1199.9999999999995,10800.0,48.0,1.0
2025-03-15,0,17417.032254879054,13337.256433245726,4079.7758216333264,31916.84909691358,1768.5413899999971,9818.618046666665,15487.617580246912,12544.970239999999,28032.58782024691,1200.0,10800.0,57.0,1.0
2025-03-16,0,50667.752125299856,47089.89001224152,3577.862113058337,75227.40272654321,805.6693033333343,8288.442796666664,23124.11754320987,18730.535210000002,41854.65275320987,1200.0,10800.0,48.0,1.0
2025-03-17,0,45434.84142199038,44448.22379816204,986.6176238283335,72567.65151471194,220.52654666666677,10660.821813333332,22469.60498971193,18200.380041666664,40669.9850313786,1200.0,10800.0,47.0,1.0
2025-03-18,0,53885.95858668878,40955.74588942711,12930.21269726167,66706.61189255143,2674.258753333334,4175.470663333333,21470.748329218106,17391.30614666667,38862.05447588477,1200.0,10800.0,48.0,1.0
2025-03-19,0,44995.03991812081,44124.48917147247,870.5507466483377,71404.99651353908,195.02658000000116,7923.735146666666,22162.19498353909,17951.377936666668,40113.572920205756,1200.0,10800.0,48.0,1.0
2025-03-20,0,48351.57863857006,43840.87884870507,4510.699789864993,69597.75881979422,1228.9949499999982,4452.036056666664,21925.0290164609,17759.273503333334,39684.30251979423,1200.0,10800.0,48.0,1.0
2025-03-21,0,13989.106557653387,12609.796602516719,1379.3099551366681,31132.053801934155,541.9317566666671,16768.267219999998,15117.127045267494,12244.872906666667,27361.999951934158,1200.0,10800.0,53.0,1.0
