month,level_bound_hit_count,realized_total_cost,regular_purchase_cost,emergency_purchase_cost,grid_purchase_energy,emergency_energy,spill_energy,charge,discharge,storage_throughput,soc_min,soc_max,soc_boundary_hits,days
2025-02,0,1376534.062385135,1295094.5807520915,81439.48163304348,2014466.69966164,20839.558290000034,196035.8944676953,659950.9825470782,534560.2958631333,1194511.2784102114,1199.9999999999995,10800.0,1164.0,28.0
2025-03,0,1271706.2802552297,1129502.5672853277,142203.7129699018,1894727.0709082652,35948.093713333365,275534.8682266665,678013.8368154321,549191.2078205,1227205.044635932,1199.9999999999952,10800.0,1320.0,31.0
2025-04,0,1070410.3749060126,936201.0685635024,134209.30634251016,1646103.5842118813,35926.09595000004,348857.0605933332,607594.8193081481,492151.8036396,1099746.622947748,1199.9999999999989,10800.0,1359.0,30.0
2025-05,0,1124063.4531517895,961000.143638951,163063.3095128385,1657771.9934118637,41484.01921333338,400958.2942033332,586774.9753782303,475287.73005636665,1062062.705434597,1199.9999999999964,10800.0,1497.0,31.0
2025-06,0,1656633.4903904635,1426777.4925579433,229855.99783252017,2164737.2363295453,55739.739523333374,347150.01783094637,649125.190115432,525791.4039934999,1174916.594108932,1199.9999999999968,10800.0,1503.0,30.0
2025-07,0,1997671.1930639753,1724033.78626092,273637.4068030552,2411467.2052631816,63912.23010000002,410775.36809197516,630446.3093221398,510661.5105509333,1141107.8198730731,1200.0,10800.0,1779.0,31.0
2025-08,0,1586491.5433537173,1421121.4857988171,165370.05755490018,2060221.3190043147,38123.12529666671,399799.3882299998,602274.6635314815,487842.47746049997,1090117.1409919814,1199.9999999999995,10800.0,1848.0,31.0
2025-09,0,1288239.6346947365,1161390.3119848596,126849.3227098768,1876983.237250894,32637.40331333337,401970.57090979407,627716.8350233333,508450.63636889996,1136167.4713922332,1199.9999999999993,10800.0,1513.0,30.0
2025-10,0,1220246.6725464333,1148430.7431476798,71815.92939875349,1904500.287763333,19593.817533333375,318626.8102166665,685966.852,555633.15012,1241600.0021199998,1200.0,10800.0,1396.0,31.0
2025-11,0,1417873.883544051,1337230.497903936,80643.38564011516,2080680.8047688277,20553.61778000004,184911.07213868297,675531.2795270781,547180.3364169333,1222711.6159440114,1199.9999999999989,10800.0,1226.0,30.0
2025-12,0,2063870.5640561967,1917849.95801516,146020.60604103692,2691901.230578518,33984.96927000005,215944.97459666646,767917.3118518518,622013.0226,1389930.3344518517,1200.0,10800.0,1397.0,31.0
