template_date,baseline,predictor,status,termination_condition,solver_invoked,mip_gap,runtime_seconds,level_bound_hit_count
2025-02-01,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.04877320001833141,0
2025-02-02,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.027808899991214275,0
2025-02-03,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.016103200003271922,0
2025-02-04,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.022779999999329448,0
2025-02-05,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.015528199990512803,0
2025-02-06,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.031095200014533475,0
2025-02-07,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.044207400002051145,0
2025-02-08,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.04847490001702681,0
2025-02-09,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.03455819998634979,0
2025-02-10,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.01331819998449646,0
2025-02-11,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.0220281999791041,0
2025-02-12,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.028388200007611886,0
2025-02-13,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,1.230660121018011e-16,0.02363290000357665,0
2025-02-14,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.04221270000562072,0
2025-02-15,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.044589500001166016,0
2025-02-16,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.03849029997945763,0
2025-02-17,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.015348599990829825,0
2025-02-18,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.024029599997447804,0
