template_date,baseline,predictor,status,termination_condition,solver_invoked,mip_gap,runtime_seconds,level_bound_hit_count
2025-02-01,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.04231719999916095,0
2025-02-02,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.022754499999791733,0
2025-02-03,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.013743699999395176,0
2025-02-04,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.01899050000065472,0
2025-02-05,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.01295159999972384,0
2025-02-06,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.027978199999779463,0
2025-02-07,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.0371383000001515,0
2025-02-08,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.04035040000053414,0
2025-02-09,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.023850699999456992,0
2025-02-10,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.012522000000899425,0
2025-02-11,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.01789950000056706,0
2025-02-12,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.020914999999149586,0
2025-02-13,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,1.230660121018011e-16,0.019606500000008964,0
2025-02-14,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.03420420000111335,0
2025-02-15,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.037718100000347476,0
2025-02-16,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.029531300000599003,0
2025-02-17,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.01384200000029523,0
2025-02-18,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.01953010000033828,0
2025-02-19,Q4_2_PRICE_CANDIDATE_P1,P1_WEEKDAY_SAME_CLOCK,OPTIMAL,Optimal,True,0.0,0.026213499999357737,0
