template_date,baseline,predictor,status,termination_condition,solver_invoked,mip_gap,runtime_seconds,level_bound_hit_count
2025-02-01,Q4_2_PRICE_CANDIDATE_P2,P2_EWMA,OPTIMAL,Optimal,True,0.0,0.03575979999914125,0
2025-02-02,Q4_2_PRICE_CANDIDATE_P2,P2_EWMA,OPTIMAL,Optimal,True,0.0,0.026804600000104983,0
2025-02-03,Q4_2_PRICE_CANDIDATE_P2,P2_EWMA,OPTIMAL,Optimal,True,2.466517674559849e-16,0.013857800000550924,0
2025-02-04,Q4_2_PRICE_CANDIDATE_P2,P2_EWMA,OPTIMAL,Optimal,True,0.0,0.017554199999722186,0
2025-02-05,Q4_2_PRICE_CANDIDATE_P2,P2_EWMA,OPTIMAL,Optimal,True,2.2468417999460845e-16,0.012727299999824027,0
2025-02-06,Q4_2_PRICE_CANDIDATE_P2,P2_EWMA,OPTIMAL,Optimal,True,1.1131488360781774e-16,0.01304829999935464,0
2025-02-07,Q4_2_PRICE_CANDIDATE_P2,P2_EWMA,OPTIMAL,Optimal,True,0.0,0.026598099999318947,0
2025-02-08,Q4_2_PRICE_CANDIDATE_P2,P2_EWMA,OPTIMAL,Optimal,True,0.0,0.03914799999984098,0
2025-02-09,Q4_2_PRICE_CANDIDATE_P2,P2_EWMA,OPTIMAL,Optimal,True,0.0,0.023429299999406794,0
2025-02-10,Q4_2_PRICE_CANDIDATE_P2,P2_EWMA,OPTIMAL,Optimal,True,0.0,0.013847000000168919,0
2025-02-11,Q4_2_PRICE_CANDIDATE_P2,P2_EWMA,OPTIMAL,Optimal,True,0.0,0.013272100000904175,0
2025-02-12,Q4_2_PRICE_CANDIDATE_P2,P2_EWMA,OPTIMAL,Optimal,True,0.0,0.018982200001119054,0
2025-02-13,Q4_2_PRICE_CANDIDATE_P2,P2_EWMA,OPTIMAL,Optimal,True,0.0,0.017680199998721946,0
2025-02-14,Q4_2_PRICE_CANDIDATE_P2,P2_EWMA,OPTIMAL,Optimal,True,0.0,0.038889599998583435,0
2025-02-15,Q4_2_PRICE_CANDIDATE_P2,P2_EWMA,OPTIMAL,Optimal,True,0.0,0.03325260000019625,0
2025-02-16,Q4_2_PRICE_CANDIDATE_P2,P2_EWMA,OPTIMAL,Optimal,True,0.0,0.023728699999992386,0
2025-02-17,Q4_2_PRICE_CANDIDATE_P2,P2_EWMA,OPTIMAL,Optimal,True,0.0,0.023450500000762986,0
2025-02-18,Q4_2_PRICE_CANDIDATE_P2,P2_EWMA,OPTIMAL,Optimal,True,0.0,0.02039659999900323,0
2025-02-19,Q4_2_PRICE_CANDIDATE_P2,P2_EWMA,OPTIMAL,Optimal,True,0.0,0.019722400000318885,0
