month,level_bound_hit_count,realized_total_cost,regular_purchase_cost,emergency_purchase_cost,grid_purchase_energy,emergency_energy,spill_energy,charge,discharge,storage_throughput,soc_min,soc_max,soc_boundary_hits,days
2025-02,0,1376534.0623851353,1295094.580752092,81439.48163304348,2014466.6996616398,20839.55829000004,196035.89446769535,659950.9825470782,534560.2958631333,1194511.2784102112,1199.9999999999995,10800.0,1164.0,28.0
2025-03,0,1271706.2802552294,1129502.567285328,142203.7129699018,1894727.0709082654,35948.09371333337,275534.86822666647,678013.836815432,549191.2078205,1227205.044635932,1199.9999999999952,10800.0,1320.0,31.0
2025-04,0,1070410.3749060123,936201.0685635027,134209.30634251016,1646103.5842118815,35926.09595000004,348857.06059333315,607594.819308148,492151.8036395999,1099746.622947748,1199.9999999999989,10800.0,1359.0,30.0
2025-05,0,1124063.4531517893,961000.1436389511,163063.30951283846,1657771.9934118637,41484.01921333337,400958.2942033332,586774.9753782304,475287.73005636665,1062062.7054345969,1199.9999999999964,10800.0,1497.0,31.0
2025-06,0,1656633.4903904637,1426777.4925579436,229855.9978325202,2164737.236329545,55739.73952333337,347150.0178309464,649125.1901154321,525791.4039935002,1174916.5941089322,1199.9999999999968,10800.0,1503.0,30.0
2025-07,0,1997671.1930639753,1724033.78626092,273637.40680305526,2411467.205263182,63912.23010000003,410775.3680919752,630446.30932214,510661.51055093337,1141107.8198730734,1200.0,10800.0,1779.0,31.0
2025-08,0,1586491.543353717,1421121.4857988171,165370.05755490015,2060221.3190043147,38123.12529666671,399799.38822999975,602274.6635314815,487842.4774604999,1090117.1409919811,1199.9999999999995,10800.0,1848.0,31.0
2025-09,0,1288239.6346947367,1161390.3119848596,126849.32270987681,1876983.2372508938,32637.40331333337,401970.570909794,627716.8350233334,508450.63636889996,1136167.471392233,1199.9999999999993,10800.0,1513.0,30.0
2025-10,0,1220246.6725464333,1148430.7431476798,71815.92939875349,1904500.287763333,19593.81753333337,318626.81021666643,685966.852,555633.1501199999,1241600.0021199998,1200.0,10800.0,1396.0,31.0
2025-11,0,1417873.8835440513,1337230.497903936,80643.38564011516,2080680.8047688277,20553.61778000004,184911.072138683,675531.2795270781,547180.3364169333,1222711.6159440114,1199.9999999999989,10800.0,1226.0,30.0
2025-12,0,2063870.5640561967,1917849.95801516,146020.60604103692,2691901.2305785185,33984.96927000005,215944.97459666646,767917.3118518519,622013.0226,1389930.3344518524,1200.0,10800.0,1397.0,31.0
