period,baseline,template_date,template_slot,interval_start,interval_end,decision_time,level_bound_hit_count,load_actual_kwh,pv_actual_kwh,price_actual,price_pred,grid_plan_kwh,grid_emergency_kwh,charge_bus_kwh,discharge_bus_kwh,spill_kwh,soc_before_kwh,soc_after_kwh,regular_purchase_cost,emergency_purchase_cost,realized_total_cost
formal_output,Q4_2_PRICE_CANDIDATE_P1,2025-02-01,1,2025-02-01 00:10:00,2025-02-01 00:20:00,2025-02-01 00:00:00,0,422.0304,0.0,0.3281,0.3381,1302.8465933333334,0.0,833.3333333333336,0.0,47.482859999999846,1200.0,1950.0000000000002,427.4639672726667,0.0,427.4639672726667
formal_output,Q4_2_PRICE_CANDIDATE_P1,2025-02-01,2,2025-02-01 00:20:00,2025-02-01 00:30:00,2025-02-01 00:00:00,0,415.4073,0.0,0.3257,0.3528,1295.1084299999998,0.0,833.3333333333333,0.0,46.367796666666436,1950.0000000000002,2700.0,421.8168156509999,0.0,421.8168156509999
formal_output,Q4_2_PRICE_CANDIDATE_P1,2025-02-01,3,2025-02-01 00:30:00,2025-02-01 00:40:00,2025-02-01 00:00:00,0,410.7167,0.0,0.3041,0.3008,1291.0883333333331,0.0,833.3333333333333,0.0,47.038299999999936,2700.0,3450.0,392.6199621666666,0.0,392.6199621666666
formal_output,Q4_2_PRICE_CANDIDATE_P1,2025-02-01,4,2025-02-01 00:40:00,2025-02-01 00:50:00,2025-02-01 00:00:00,0,430.2948,0.0,0.3126,0.3039,1328.2761166666664,0.0,833.3333333333333,0.0,64.64798333333329,3450.0,4200.0,415.21911406999993,0.0,415.21911406999993
formal_output,Q4_2_PRICE_CANDIDATE_P1,2025-02-01,5,2025-02-01 00:50:00,2025-02-01 01:00:00,2025-02-01 00:00:00,0,424.4106,0.0,0.3286,0.3343,1344.90592,0.0,833.3333333333333,0.0,87.16198666666673,4200.0,4950.0,441.936085312,0.0,441.936085312
formal_output,Q4_2_PRICE_CANDIDATE_P1,2025-02-01,6,2025-02-01 01:00:00,2025-02-01 01:10:00,2025-02-01 00:00:00,0,406.0517,0.0,0.3438,0.3558,1338.0116666666665,0.0,833.3333333333333,0.0,98.6266333333333,4950.0,5700.0,460.00841099999997,0.0,460.00841099999997
formal_output,Q4_2_PRICE_CANDIDATE_P1,2025-02-01,7,2025-02-01 01:10:00,2025-02-01 01:20:00,2025-02-01 00:00:00,0,436.7502,0.0,0.3704,0.3641,1346.4855866666667,0.0,833.3333333333333,0.0,76.40205333333347,5700.0,6450.0,498.73826130133335,0.0,498.73826130133335
formal_output,Q4_2_PRICE_CANDIDATE_P1,2025-02-01,8,2025-02-01 01:20:00,2025-02-01 01:30:00,2025-02-01 00:00:00,0,451.7977,0.0,0.3746,0.3577,1339.6870166666665,0.0,833.3333333333333,0.0,54.55598333333319,6450.0,7200.0,501.8467564433333,0.0,501.8467564433333
formal_output,Q4_2_PRICE_CANDIDATE_P1,2025-02-01,9,2025-02-01 01:30:00,2025-02-01 01:40:00,2025-02-01 00:00:00,0,446.08,0.0,0.3606,0.3605,1330.991,0.0,833.3333333333333,0.0,51.5776666666668,7200.0,7950.0,479.95535459999996,0.0,479.95535459999996
formal_output,Q4_2_PRICE_CANDIDATE_P1,2025-02-01,10,2025-02-01 01:40:00,2025-02-01 01:50:00,2025-02-01 00:00:00,0,471.7663,0.0,0.3582,0.393,524.5926333333333,0.0,0.0,0.0,52.82633333333331,7950.0,7950.0,187.90908126,0.0,187.90908126
formal_output,Q4_2_PRICE_CANDIDATE_P1,2025-02-01,11,2025-02-01 01:50:00,2025-02-01 02:00:00,2025-02-01 00:00:00,0,448.026,0.0,0.3041,0.3685,1188.96184,0.0,666.6666666666666,0.0,74.26917333333336,7950.0,8550.0,361.56329554399997,0.0,361.56329554399997
formal_output,Q4_2_PRICE_CANDIDATE_P1,2025-02-01,12,2025-02-01 02:00:00,2025-02-01 02:10:00,2025-02-01 00:00:00,0,397.4033,0.0,0.2537,0.3052,1361.9686666666666,0.0,833.3333333333333,0.0,131.23203333333345,8550.0,9300.0,345.5314507333333,0.0,345.5314507333333
formal_output,Q4_2_PRICE_CANDIDATE_P1,2025-02-01,13,2025-02-01 02:10:00,2025-02-01 02:20:00,2025-02-01 00:00:00,0,434.0906,0.0,0.3346,0.3159,1355.3570899999997,0.0,833.3333333333333,0.0,87.93315666666649,9300.0,10050.0,453.5024823139999,0.0,453.5024823139999
formal_output,Q4_2_PRICE_CANDIDATE_P1,2025-02-01,14,2025-02-01 02:20:00,2025-02-01 02:30:00,2025-02-01 00:00:00,0,490.5609,0.0,0.3971,0.3649,1378.5088633333332,0.0,833.3333333333333,0.0,54.614630000000034,10050.0,10800.0,547.4058696296667,0.0,547.4058696296667
formal_output,Q4_2_PRICE_CANDIDATE_P1,2025-02-01,15,2025-02-01 02:30:00,2025-02-01 02:40:00,2025-02-01 00:00:00,0,503.22,0.0,0.367,0.3905,535.4833333333333,0.0,0.0,0.0,32.26333333333332,10800.0,10800.0,196.52238333333332,0.0,196.52238333333332
formal_output,Q4_2_PRICE_CANDIDATE_P1,2025-02-01,16,2025-02-01 02:40:00,2025-02-01 02:50:00,2025-02-01 00:00:00,0,474.0728,0.0,0.3185,0.37,514.4647699999998,0.0,0.0,0.0,40.391969999999844,10800.0,10800.0,163.85702924499995,0.0,163.85702924499995
formal_output,Q4_2_PRICE_CANDIDATE_P1,2025-02-01,17,2025-02-01 02:50:00,2025-02-01 03:00:00,2025-02-01 00:00:00,0,461.3844,0.0,0.3285,0.3817,530.20038,0.0,0.0,0.0,68.81597999999997,10800.0,10800.0,174.17082483000002,0.0,174.17082483000002
formal_output,Q4_2_PRICE_CANDIDATE_P1,2025-02-01,18,2025-02-01 03:00:00,2025-02-01 03:10:00,2025-02-01 00:00:00,0,476.9417,0.0,0.3772,0.4212,541.3283333333331,0.0,0.0,0.0,64.38663333333312,10800.0,10800.0,204.18904733333326,0.0,204.18904733333326
formal_output,Q4_2_PRICE_CANDIDATE_P1,2025-02-01,19,2025-02-01 03:10:00,2025-02-01 03:20:00,2025-02-01 00:00:00,0,483.3995,0.0,0.3815,0.4101,545.0774466666664,0.0,0.0,0.0,61.67794666666646,10800.0,10800.0,207.94704590333325,0.0,207.94704590333325
formal_output,Q4_2_PRICE_CANDIDATE_P1,2025-02-01,20,2025-02-01 03:20:00,2025-02-01 03:30:00,2025-02-01 00:00:00,0,486.6019,0.0,0.3822,0.402,540.0665066666666,0.0,0.0,0.0,53.464606666666555,10800.0,10800.0,206.41341884799994,0.0,206.41341884799994
formal_output,Q4_2_PRICE_CANDIDATE_P1,2025-02-01,21,2025-02-01 03:30:00,2025-02-01 03:40:00,2025-02-01 00:00:00,0,498.8483,0.0,0.3962,0.4175,538.8696666666666,0.0,0.0,0.0,40.02136666666661,10800.0,10800.0,213.50016193333332,0.0,213.50016193333332
formal_output,Q4_2_PRICE_CANDIDATE_P1,2025-02-01,22,2025-02-01 03:40:00,2025-02-01 03:50:00,2025-02-01 00:00:00,0,518.3097,0.0,0.3879,0.4191,526.20491,0.0,0.0,0.0,7.89521000000002,10800.0,10800.0,204.11488458900004,0.0,204.11488458900004
formal_output,Q4_2_PRICE_CANDIDATE_P1,2025-02-01,23,2025-02-01 03:50:00,2025-02-01 04:00:00,2025-02-01 00:00:00,0,509.1335,0.0,0.3405,0.4048,543.1417566666667,0.0,0.0,0.0,34.008256666666625,10800.0,10800.0,184.93976814500002,0.0,184.93976814500002
