month,level_bound_hit_count,realized_total_cost,regular_purchase_cost,emergency_purchase_cost,grid_purchase_energy,emergency_energy,spill_energy,charge,discharge,storage_throughput,soc_min,soc_max,soc_boundary_hits,days
2025-02,0,1372335.9524179094,1290677.5480943178,81658.40432359179,2008474.711081906,20938.820240000034,196135.15641769528,628414.2005484774,509015.5024442667,1137429.702992744,1199.9999999999993,10800.0,1210.0,28.0
2025-03,0,1267462.0324078677,1125441.986764569,142020.04564329848,1889188.8578113068,35835.3356366667,275422.11014999985,648865.3468314403,525580.9309334666,1174446.2777649069,1200.0,10800.0,1413.0,31.0
2025-04,0,1067553.5010692775,933344.1947267674,134209.30634251013,1641510.1440250166,35926.09595000003,348857.0605933332,583418.8183246502,472569.24284296663,1055988.0611676169,1199.9999999999995,10800.000000000002,1460.0,30.0
2025-05,0,1120908.0905892632,957796.5586732664,163111.53191599683,1651104.5822486994,41523.626936666726,400997.90192666656,551683.3376773662,446863.50351866666,998546.8411960329,1199.9999999999982,10800.0,1644.0,31.0
2025-06,0,1650744.7234827096,1420888.7256501894,229855.99783252017,2159834.266598405,55739.739523333374,347150.01783094637,623320.0862673251,504889.2698765333,1128209.3561438583,1199.9999999999882,10800.000000000002,1795.0,30.0
2025-07,0,1991746.073239041,1718174.1275939075,273571.9456451335,2408907.454992995,63849.5187166667,410712.65670864185,616973.9394790535,499748.8909780333,1116722.8304570867,1199.9999999999955,10800.0,2120.0,31.0
2025-08,0,1581718.2433691602,1416253.8275547933,165464.41581436683,2055335.2628635801,38150.138363333375,399826.40129666653,576558.5785802469,467012.44865,1043571.0272302468,1199.999999999999,10800.0,2114.0,31.0
2025-09,0,1285004.826936234,1158126.395114024,126878.43182221013,1872445.2684417279,32647.737813333366,401980.90540979407,603832.7886593003,489104.55881403334,1092937.3474733336,1199.9999999999973,10800.0,1579.0,30.0
2025-10,0,1217188.8994958198,1145372.9700970664,71815.9293987535,1898527.7325698303,19593.81753333338,318626.8102166665,654532.3509815638,530171.2042950667,1184703.5552766304,1199.9999999999993,10800.0,1450.0,31.0
2025-11,0,1414917.023637516,1334273.637997401,80643.38564011516,2076867.9445822977,20553.617780000037,184911.07213868297,655463.5943348147,530925.5114111999,1186389.1057460147,1199.9999999999995,10800.0,1263.0,30.0
2025-12,0,2054386.5573738888,1908365.9513328518,146020.60604103692,2686162.6546947733,33984.96927000005,215944.97459666646,737714.2808847736,597548.5675166666,1335262.8484014403,1200.0,10800.0,1638.0,31.0
