period,baseline,template_date,template_slot,interval_start,interval_end,decision_time,level_bound_hit_count,load_actual_kwh,pv_actual_kwh,price_actual,price_pred,grid_plan_kwh,grid_emergency_kwh,charge_bus_kwh,discharge_bus_kwh,spill_kwh,soc_before_kwh,soc_after_kwh,regular_purchase_cost,emergency_purchase_cost,realized_total_cost
formal_output,Q4_2_PRICE_CANDIDATE_P2,2025-02-01,1,2025-02-01 00:10:00,2025-02-01 00:20:00,2025-02-01 00:00:00,0,422.0304,0.0,0.3281,0.41682379034971156,1302.8465933333334,0.0,833.3333333333336,0.0,47.482859999999846,1200.0,1950.0000000000002,427.4639672726667,0.0,427.4639672726667
formal_output,Q4_2_PRICE_CANDIDATE_P2,2025-02-01,2,2025-02-01 00:20:00,2025-02-01 00:30:00,2025-02-01 00:00:00,0,415.4073,0.0,0.3257,0.4116165627342648,1295.1084299999998,0.0,833.3333333333333,0.0,46.367796666666436,1950.0000000000002,2700.0,421.8168156509999,0.0,421.8168156509999
formal_output,Q4_2_PRICE_CANDIDATE_P2,2025-02-01,3,2025-02-01 00:30:00,2025-02-01 00:40:00,2025-02-01 00:00:00,0,410.7167,0.0,0.3041,0.4098608552842116,1291.0883333333331,0.0,833.3333333333333,0.0,47.038299999999936,2700.0,3450.0,392.6199621666666,0.0,392.6199621666666
formal_output,Q4_2_PRICE_CANDIDATE_P2,2025-02-01,4,2025-02-01 00:40:00,2025-02-01 00:50:00,2025-02-01 00:00:00,0,430.2948,0.0,0.3126,0.40914997494939126,1328.2761166666664,0.0,833.3333333333333,0.0,64.64798333333329,3450.0,4200.0,415.21911406999993,0.0,415.21911406999993
formal_output,Q4_2_PRICE_CANDIDATE_P2,2025-02-01,5,2025-02-01 00:50:00,2025-02-01 01:00:00,2025-02-01 00:00:00,0,424.4106,0.0,0.3286,0.41835739085366536,1344.90592,0.0,833.3333333333333,0.0,87.16198666666673,4200.0,4950.0,441.936085312,0.0,441.936085312
formal_output,Q4_2_PRICE_CANDIDATE_P2,2025-02-01,6,2025-02-01 01:00:00,2025-02-01 01:10:00,2025-02-01 00:00:00,0,406.0517,0.0,0.3438,0.4275278843590952,1171.3449999999998,0.0,666.6666666666666,0.0,98.6266333333333,4950.0,5550.0,402.7084109999999,0.0,402.7084109999999
formal_output,Q4_2_PRICE_CANDIDATE_P2,2025-02-01,7,2025-02-01 01:10:00,2025-02-01 01:20:00,2025-02-01 00:00:00,0,436.7502,0.0,0.3704,0.415643567802515,1346.4855866666667,0.0,833.3333333333333,0.0,76.40205333333347,5550.0,6300.0,498.73826130133335,0.0,498.73826130133335
formal_output,Q4_2_PRICE_CANDIDATE_P2,2025-02-01,8,2025-02-01 01:20:00,2025-02-01 01:30:00,2025-02-01 00:00:00,0,451.7977,0.0,0.3746,0.4054575677459791,1339.6870166666665,0.0,833.3333333333333,0.0,54.55598333333319,6300.0,7050.0,501.8467564433333,0.0,501.8467564433333
formal_output,Q4_2_PRICE_CANDIDATE_P2,2025-02-01,9,2025-02-01 01:30:00,2025-02-01 01:40:00,2025-02-01 00:00:00,0,446.08,0.0,0.3606,0.413082189578263,1330.991,0.0,833.3333333333333,0.0,51.5776666666668,7050.0,7800.0,479.95535459999996,0.0,479.95535459999996
formal_output,Q4_2_PRICE_CANDIDATE_P2,2025-02-01,10,2025-02-01 01:40:00,2025-02-01 01:50:00,2025-02-01 00:00:00,0,471.7663,0.0,0.3582,0.4303681555695728,524.5926333333333,0.0,0.0,0.0,52.82633333333331,7800.0,7800.0,187.90908126,0.0,187.90908126
