track,question_id,model_version,split,metric,value,status
Q4_3_PRICE_UNAWARE_REFERENCE,Q4-3,M4-Q4-3-PRICE-AWARE-ROLLING-v0.1,formal_template_days,total_cost,15784670.329838812,HUMAN_RUN_UNREVIEWED
Q4_3_PRICE_UNAWARE_REFERENCE,Q4-3,M4-Q4-3-PRICE-AWARE-ROLLING-v0.1,formal_template_days,planned_purchase_cost,14540552.874773195,HUMAN_RUN_UNREVIEWED
Q4_3_PRICE_UNAWARE_REFERENCE,Q4-3,M4-Q4-3-PRICE-AWARE-ROLLING-v0.1,formal_template_days,fulfilled_normal_purchase_cost,14138916.587087061,HUMAN_RUN_UNREVIEWED
Q4_3_PRICE_UNAWARE_REFERENCE,Q4-3,M4-Q4-3-PRICE-AWARE-ROLLING-v0.1,formal_template_days,cancelled_purchase_principal,401636.28768613434,HUMAN_RUN_UNREVIEWED
Q4_3_PRICE_UNAWARE_REFERENCE,Q4-3,M4-Q4-3-PRICE-AWARE-ROLLING-v0.1,formal_template_days,downward_penalty,200818.14384306717,HUMAN_RUN_UNREVIEWED
Q4_3_PRICE_UNAWARE_REFERENCE,Q4-3,M4-Q4-3-PRICE-AWARE-ROLLING-v0.1,formal_template_days,upward_adjustment_cost,466906.68483630696,HUMAN_RUN_UNREVIEWED
Q4_3_PRICE_UNAWARE_REFERENCE,Q4-3,M4-Q4-3-PRICE-AWARE-ROLLING-v0.1,formal_template_days,regular_purchase_cost,14806641.415766435,HUMAN_RUN_UNREVIEWED
Q4_3_PRICE_UNAWARE_REFERENCE,Q4-3,M4-Q4-3-PRICE-AWARE-ROLLING-v0.1,formal_template_days,emergency_purchase_cost,978028.9140723764,HUMAN_RUN_UNREVIEWED
Q4_3_PRICE_UNAWARE_REFERENCE,Q4-3,M4-Q4-3-PRICE-AWARE-ROLLING-v0.1,formal_template_days,emergency_energy,242354.89065111152,HUMAN_RUN_UNREVIEWED
Q4_3_PRICE_UNAWARE_REFERENCE,Q4-3,M4-Q4-3-PRICE-AWARE-ROLLING-v0.1,formal_template_days,spill_energy,3385902.524464935,HUMAN_RUN_UNREVIEWED
Q4_3_PRICE_UNAWARE_REFERENCE,Q4-3,M4-Q4-3-PRICE-AWARE-ROLLING-v0.1,formal_template_days,planned_grid_energy,22519082.405572794,HUMAN_RUN_UNREVIEWED
Q4_3_PRICE_UNAWARE_REFERENCE,Q4-3,M4-Q4-3-PRICE-AWARE-ROLLING-v0.1,formal_template_days,final_grid_energy,22391622.193044286,HUMAN_RUN_UNREVIEWED
Q4_3_PRICE_UNAWARE_REFERENCE,Q4-3,M4-Q4-3-PRICE-AWARE-ROLLING-v0.1,formal_template_days,total_charge,6888868.527002448,HUMAN_RUN_UNREVIEWED
Q4_3_PRICE_UNAWARE_REFERENCE,Q4-3,M4-Q4-3-PRICE-AWARE-ROLLING-v0.1,formal_template_days,total_discharge,5579983.506871983,HUMAN_RUN_UNREVIEWED
Q4_3_PRICE_UNAWARE_REFERENCE,Q4-3,M4-Q4-3-PRICE-AWARE-ROLLING-v0.1,formal_template_days,storage_throughput,12468852.033874432,HUMAN_RUN_UNREVIEWED
Q4_3_PRICE_UNAWARE_REFERENCE,Q4-3,M4-Q4-3-PRICE-AWARE-ROLLING-v0.1,formal_template_days,adjust_down_energy,582841.9717763154,HUMAN_RUN_UNREVIEWED
Q4_3_PRICE_UNAWARE_REFERENCE,Q4-3,M4-Q4-3-PRICE-AWARE-ROLLING-v0.1,formal_template_days,adjust_up_energy,455381.75924781035,HUMAN_RUN_UNREVIEWED
Q4_3_PRICE_UNAWARE_REFERENCE,Q4-3,M4-Q4-3-PRICE-AWARE-ROLLING-v0.1,formal_template_days,adjustment_count,9443.0,HUMAN_RUN_UNREVIEWED
Q4_3_PRICE_UNAWARE_REFERENCE,Q4-3,M4-Q4-3-PRICE-AWARE-ROLLING-v0.1,formal_template_days,soc_min,1200.0,HUMAN_RUN_UNREVIEWED
Q4_3_PRICE_UNAWARE_REFERENCE,Q4-3,M4-Q4-3-PRICE-AWARE-ROLLING-v0.1,formal_template_days,soc_max,10800.0,HUMAN_RUN_UNREVIEWED
Q4_3_PRICE_UNAWARE_REFERENCE,Q4-3,M4-Q4-3-PRICE-AWARE-ROLLING-v0.1,formal_template_days,realized_total_cost,15784670.329838812,HUMAN_RUN_UNREVIEWED
Q4_3_PRICE_UNAWARE_REFERENCE,Q4-3,M4-Q4-3-PRICE-AWARE-ROLLING-v0.1,formal_template_days,soc_boundary_hits,29200.0,HUMAN_RUN_UNREVIEWED
