month,level_bound_hit_count,realized_total_cost,regular_purchase_cost,emergency_purchase_cost,grid_purchase_energy,emergency_energy,spill_energy,charge,discharge,storage_throughput,soc_min,soc_max,soc_boundary_hits,days
2025-02,0,1658778.7023240922,1594843.8186821872,63934.883641905144,1977277.578003333,14793.834716666703,278191.73591999983,0.0,0.0,0.0,1200.0,1200.0,4060.0,28.0
2025-03,0,1554437.995609191,1469138.0321714494,85299.96343774183,1918952.6089466661,20306.61505000004,412941.5565966666,0.0,0.0,0.0,1200.0,1200.0,4495.0,31.0
2025-04,0,1334532.6709363044,1266721.4808255895,67811.19011071512,1714635.8808033334,16483.121626666703,513389.39853,0.0,0.0,0.0,1200.0,1200.0,4350.0,30.0
2025-05,0,1407463.1518976241,1294539.2398282113,112923.91206941349,1740500.3218233336,26793.463560000047,580483.3122833332,0.0,0.0,0.0,1200.0,1200.0,4495.0,31.0
2025-06,0,1912302.240935233,1725327.0186625759,186975.2222726569,2134354.6976766665,44073.51389333338,428435.03966999985,0.0,0.0,0.0,1200.0,1200.0,4350.0,30.0
2025-07,0,2351150.1621029386,2118802.7931913794,232347.36891155853,2407527.606416666,52644.911893333374,515353.2498099999,0.0,0.0,0.0,1200.0,1200.0,4495.0,31.0
2025-08,0,1950440.0546548583,1851394.477345591,99045.57730926845,2158971.675433333,21818.46057000003,596677.2660033333,0.0,0.0,0.0,1200.0,1200.0,4495.0,31.0
2025-09,0,1606381.6125201934,1523614.78608327,82766.82643692348,1948862.1278699993,20372.389170000035,580850.6460399999,0.0,0.0,0.0,1200.0,1200.0,4350.0,30.0
2025-10,0,1570279.19530488,1521616.785430498,48662.409874381825,1963655.22778,12308.49031000004,500830.12488999974,0.0,0.0,0.0,1200.0,1200.0,4495.0,31.0
2025-11,0,1728231.0512219912,1666394.7230989356,61836.32812305519,2062324.5060966667,14926.66358000004,289278.7623766665,0.0,0.0,0.0,1200.0,1200.0,4350.0,30.0
2025-12,0,2431480.8492575097,2299727.826291169,131753.02296634024,2580220.76394,30125.776303333398,246309.6042433331,0.0,0.0,0.0,1200.0,1200.0,4495.0,31.0
